numero_client,nom,prenom,sexe,date_naissance,email,telephone_mobile,adresse,code_postal,ville,iban,num_secu,statut_compte_courant,duree_credit_mois,historique_credit,objet_credit,montant_credit,epargne,anciennete_emploi,taux_effort,statut_personnel_sexe,autres_debiteurs,anciennete_logement,biens,age,autres_credits,logement,nb_credits_existants,emploi,nb_personnes_charge,telephone_declare,travailleur_etranger,defaut
FIN-100003,Joly,Frédéric,M,1980-11-07,frédéric.joly@orange.fr,+33645301742,"81, chemin Renaud",12573,KleinBourg,FR6120471960940970527740258,232025819402868,solde < 100,42,crédits en cours sans incident,audiovisuel,7882,épargne < 100,4-7 ans,2,homme : célibataire,garant,4,épargne logement/assurance vie,45,aucun,logé gratuitement,1,employé qualifié,2,non,oui,0
FIN-100231,Lelièvre,Alfred,M,1974-06-01,alfred.lelièvre@gmail.com,07 69 34 65 47,"86, rue Roussel",30546,Costa,FR1736079848704506917679935,251105212140774,pas de compte courant,9,crédits en cours sans incident,voiture neuve,2507,épargne 500-1000,>= 7 ans,2,homme : célibataire,aucun,4,aucun bien connu,51,aucun,logé gratuitement,1,non qualifié résident,1,non,oui,0
FIN-100355,Lopes,Laurent,M,2002-06-01,laurent.lopes@gmail.com,0618274485,"58, rue Christine Andre",04553,Rousset,FR1994248942046648966760564,164025935060160,solde 100-200,24,crédits en cours sans incident,voiture neuve,,épargne < 100,< 1 an,4,homme : célibataire,aucun,2,immobilier,23,magasins,propriétaire,1,non qualifié résident,1,non,oui,1
FIN-100673,Jourdan,Frédéric,M,2001-02-05,frédéric.jourdan@gmail.com,0638005452,"13, rue Richard Pasquier",66577,Hardy-sur-Mer,FR2360948377402928643302650,159116544021114,pas de compte courant,6,compte critique / crédits ailleurs,voiture neuve,2080,épargne 500-1000,1-4 ans,1,homme : marié/veuf,aucun,2,véhicule ou autre,24,aucun,propriétaire,1,employé qualifié,1,non,oui,0
FIN-100756,Bouvier,Marcel,M,1951-05-03,marcel.bouvier@gmail.com,0602615347,"37, boulevard Jacob",37477,GodardBourg,FR2946854927240002086014605,131065313036212,solde > 200 ou salaire domicilié,6,compte critique / crédits ailleurs,voiture neuve,1299,épargne < 100,1-4 ans,1,homme : célibataire,aucun,1,immobilier,74,aucun,propriétaire,3,sans emploi / non qualifié non résident,2,non, non,0
FIN-100843,Maréchal,Théodore,M,1975-02-18,théodore.maréchal@outlook.fr,0611602564,"66, avenue Fouquet",47610,Boulanger,FR5998455766345418299126994,123052505676155,pas de compte courant,24,crédits Finova soldés,autre,"1559,00",épargne < 100,4-7 ans,4,homme : célibataire,aucun,4,véhicule ou autre,50,banque,propriétaire,1,employé qualifié,1,oui,oui,0
FIN-100667,Diaz,Monique,F,1998-04-17,monique.diaz@outlook.fr,0608069581,"6, avenue Thibaut Pichon",01537,Simon,FR6570123503687156891097797,186030810537396,pas de compte courant,48,crédits Finova soldés,autre,3609,épargne < 100,1-4 ans,1,femme : divorcée/séparée/mariée,aucun,1,immobilier,27,magasins,propriétaire,1,employé qualifié,1,non,oui,0
FIN-100215,Dupont,Charlotte,F,1986-11-24,charlotte.dupont@free.fr,+33759027716,"8, chemin de Andre",77843,Bonnet,FR9667753726032145057661945,179026613681309,solde 100-200,6,compte critique / crédits ailleurs,activité professionnelle,932,pas d'épargne connue,4-7 ans,1,femme : divorcée/séparée/mariée,aucun,3,épargne logement/assurance vie,39,aucun,propriétaire,2,non qualifié résident,1,non,oui,0
FIN-100634,Seguin,Anaïs,F,2000-07-07,anaïs.seguin@gmail.com,+33746528092,"4, boulevard de Dubois",45296,Saint Mathildedan,FR7109567333297323964402825,295046100157145,solde 100-200,24,crédits en cours sans incident,voiture neuve,1355,épargne < 100,< 1 an,3,femme : divorcée/séparée/mariée,aucun,4,véhicule ou autre,25,aucun,propriétaire,1,non qualifié résident,1,oui,oui,1
FIN-100318,Delannoy,Auguste,M,1993-09-12,auguste.delannoy@orange.fr,+33614386632,"1, rue Diaz",97124,Massonnec,FR4017773264309544979127997,212024523453184,pas de compte courant,12,compte critique / crédits ailleurs,reconversion,701,épargne < 100,1-4 ans,4,homme : célibataire,aucun,2,véhicule ou autre,32,aucun,propriétaire,2,employé qualifié,1,non,oui,0
FIN-100986,Klein,David,M,1992-03-25,david.klein@orange.fr,0750448177,"1, rue de Blot",06854,Hernandez-sur-Berger,FR8830717761350078836922338,236126912380224,solde > 200 ou salaire domicilié,42,aucun crédit / tous soldés,autre,6289,,< 1 an,2,homme : divorcé/séparé,aucun,1,épargne logement/assurance vie,33,aucun,propriétaire,2,employé qualifié,1,non,oui,0
FIN-100352,Lecomte,Isaac,M,1987-03-18,isaac.lecomte@free.fr,0658573065,"19, chemin Raynaud",52569,Garcia-sur-Mer,FR5264869893969874869415594,286054523440527,pas de compte courant,18,compte critique / crédits ailleurs,voiture occasion,3229,pas d'épargne connue,sans emploi,2,homme : célibataire,aucun,4,aucun bien connu,38,aucun,propriétaire,1,cadre / indépendant,1,oui,OUI,0
FIN-100715,Garcia,Christophe,M,1962-11-18,christophe.garcia@outlook.fr,0640578617,"38, boulevard de Perrier",09204,GaudinVille,FR5755855759940842906969045,187104315711843,pas de compte courant,30,compte critique / crédits ailleurs,voiture occasion,7596,pas d'épargne connue,>= 7 ans,1,homme : célibataire,aucun,4,véhicule ou autre,63,aucun,propriétaire,2,employé qualifié,1,non,oui,0
FIN-100394,Becker,René,M,1994-02-14,rené.becker@outlook.fr,0762168936,"65, boulevard René Peron",27195,Lemaire,FR9590069680186774037842339,180082722966420,pas de compte courant,9,compte critique / crédits ailleurs,audiovisuel,2406,épargne < 100,sans emploi,2,homme : célibataire,aucun,3,véhicule ou autre,31,aucun,propriétaire,1,cadre / indépendant,1,non,oui,0
FIN-100198,Couturier,Zacharie,M,1989-06-18,zacharie.couturier@outlook.fr,0654216894,rue Léon Jacob,92565,Millet,FR5289144449835539354358644,288036100143820,solde 100-200,24,crédits en cours sans incident,voiture occasion,2760,,>= 7 ans,4,homme : célibataire,aucun,4,aucun bien connu,36,banque,logé gratuitement,1,employé qualifié,1,oui,oui,0
FIN-100594,Pottier,Thomas,M,1985-04-16,thomas.pottier@outlook.fr,0633349114,"1, avenue de Lagarde",18842,Leclercq-la-Forêt,FR2501459967069219587305498,239069205047330,solde < 100,24,crédits Finova soldés,mobilier/équipement,"1358,00",pas d'épargne connue,>= 7 ans,4,homme : célibataire,aucun,3,véhicule ou autre,40,magasins,propriétaire,1,cadre / indépendant,1,oui,oui,1
FIN-100863,Weiss,Roland,M,1993-03-09,roland.weiss@free.fr,0719267649,"9, rue de Dos Santos",11402,Sainte Marcboeuf,FR6964395678446078907519919,134077306550383,pas de compte courant,27,compte critique / crédits ailleurs,audiovisuel,4526,épargne > 1000,< 1 an,4,homme : célibataire,aucun,2,immobilier,32,magasins,propriétaire,2,non qualifié résident,2,oui,oui,0
FIN-100924,Roussel,William,M,1970-07-09,william.roussel@free.fr,0689164983,rue de Auger,63929,Richardboeuf,FR2063061621856352007615042,130062636258905,solde < 100,24,crédits Finova soldés,audiovisuel,6872,,,2,homme : divorcé/séparé,aucun,1,épargne logement/assurance vie,55,banque,propriétaire,1,employé qualifié,1,oui,oui,1
FIN-100039,Boutin,Grégoire,M,2001-10-31,grégoire.boutin@gmail.com,0616668700,"6, avenue Rivière",41809,BlanchetBourg,FR4219952980061558108358328,210073818511608,solde 100-200,9,crédits en cours sans incident,électroménager,,,1-4 ans,4,homme : célibataire,aucun,3,immobilier,24,aucun,propriétaire,1,employé qualifié,1,non,oui,0
FIN-100790,Muller,Noémi,F,1986-07-21,noémi.muller@orange.fr,0651185672,rue de Pottier,02175,Lesagedan,FR0813882532083168163603891,164121803368088,solde 100-200,21,crédits en cours sans incident,autre,1188,épargne < 100,>= 7 ans,2,femme : divorcée/séparée/mariée,aucun,4,épargne logement/assurance vie,39,aucun,propriétaire,1,employé qualifié,2,non,oui,1
FIN-100314,Gosselin,Guillaume,M,1996-04-22,guillaume.gosselin@gmail.com,0687500369,"20, rue Laurent Lejeune",85206,Brunetboeuf,FR3847238750827681722577545,291065313067507,solde > 200 ou salaire domicilié,4,crédits en cours sans incident,voiture neuve,1494,pas d'épargne connue,,1,homme : célibataire,aucun,2,immobilier,29,aucun,propriétaire,1,non qualifié résident,2,non,non,0
FIN-100761,Morin,Aurélie,F,2001-06-25,aurélie.morin@free.fr,0679128685,"88, chemin Maurice Lemoine",64938,Sainte StéphanieVille,FR4396739798421891426937650,227027306594449,solde < 100,18,compte critique / crédits ailleurs,audiovisuel,2124,,1-4 ans,4,femme : divorcée/séparée/mariée,aucun,4,immobilier,24,aucun,locataire,2,employé qualifié,1,non,oui,1
FIN-100580,Pineau,Rémy,M,1995-09-13,rémy.pineau@free.fr,0612669121,"89, boulevard Claudine Roche",01161,Dubois,FR4331336109441642316544137,165082227800876,solde 100-200,18,compte critique / crédits ailleurs,voiture neuve,1056,épargne < 100,>= 7 ans,3,homme : célibataire,garant,3,immobilier,30,banque,propriétaire,2,employé qualifié,1,non,oui,1
FIN-100066,Robin,Virginie,F,1996-07-15,virginie.robin@orange.fr,0757387571,"52, chemin Delannoy",55245,Gomez,FR5303923555809961327303461,284030240834373,pas de compte courant,12,crédits en cours sans incident,électroménager,2171,épargne < 100,,2,femme : divorcée/séparée/mariée,aucun,2,véhicule ou autre,29,banque,propriétaire,1,employé qualifié,1,non,oui,0
FIN-100717,Breton,Théodore,M,1993-02-26,théodore.breton@gmail.com,0649671832,"8, chemin Sauvage",71153,Hubert,FR4327613681498025308437699,260108313748185,pas de compte courant,18,crédits en cours sans incident,électroménager,1505,épargne < 100,1-4 ans,4,homme : célibataire,aucun,2,aucun bien connu,32,aucun,logé gratuitement,1,cadre / indépendant,1,oui,oui,0
FIN-100067,Masson,André,M,2003-02-07,andré.masson@free.fr,0775140105,avenue Marcelle Boucher,33219,Boulay-sur-Mer,FR0656262446704622681715160,237092227884394,solde 100-200,12,crédits en cours sans incident,voiture neuve,1007,épargne > 1000,1-4 ans,4,homme : marié/veuf,aucun,1,immobilier,22,aucun,propriétaire,1,employé qualifié,1,non,oui,0
FIN-100294,Costa,Léon,M,1979-04-11,léon.costa@free.fr,0721386589,"49, boulevard Thierry Roger",53605,Barbe,FR2798579736383182856053970,110129730271463,pas de compte courant,48,compte critique / crédits ailleurs,autre,7629,pas d'épargne connue,>= 7 ans,4,homme : divorcé/séparé,aucun,2,véhicule ou autre,46,banque,propriétaire,2,cadre / indépendant,2,non,oui,0
FIN-100921,Olivier,Patrick,M,1988-09-19,patrick.olivier@free.fr,0724033810,"62, rue Rodrigues",73994,Marinboeuf,FR1860232510715558709404224,259029761107375,pas de compte courant,48,retards de paiement passés,électroménager,12749,épargne 500-1000,,4,homme : célibataire,aucun,1,véhicule ou autre,37,aucun,propriétaire,1,cadre / indépendant,1,oui,oui,0
FIN-100464,Diallo,Frédéric,M,1991-05-03,frédéric.diallo@free.fr,0678687653,"581, chemin Lecomte",20220,Saint Henriette,FR3199994981283180036660200,143019730224401,pas de compte courant,18,crédits en cours sans incident,autre,1950,épargne < 100,4-7 ans,4,homme : célibataire,aucun,1,véhicule ou autre,34,magasins,propriétaire,2,employé qualifié,1,oui,oui,0
FIN-100107,Alexandre,Honoré,M,1993-02-18,honoré.alexandre@gmail.com,0718328569,"4, rue de Maréchal",10352,Schneiderdan,FR5465495005070260869822105,255069205085429,solde 100-200,12,crédits en cours sans incident,voiture neuve,6078,,4-7 ans,2,homme : célibataire,aucun,2,véhicule ou autre,32,aucun,propriétaire,1,employé qualifié,1,non,oui,0
FIN-100629,Bruneau,Joseph,M,22/06/1961,joseph.bruneau@free.fr,0693436262,"52, boulevard Paul Rey",24555,sainte étiennedan,FR2403616248607047266023515,112032722925988,pas de compte courant,9,crédits en cours sans incident,reconversion,3832,pas d'épargne connue,>= 7 ans,1,homme : célibataire,aucun,4,immobilier,64,aucun,propriétaire,1,non qualifié résident,1,non,oui,0
FIN-100576,Marchand,Alex,F,1998-10-26,alex.marchand@outlook.fr,0671827548,"73, avenue de Delaunay",06101,ImbertVille,FR6841499290096627026604509,181062722933574,solde 100-200,12,crédits en cours sans incident,électroménager,2930,épargne < 100,4-7 ans,2,femme : divorcée/séparée/mariée,aucun,1,immobilier,27,aucun,propriétaire,1,employé qualifié,1,non,oui,0
FIN-100254,Tanguy,Raymond,M,2001-09-18,raymond.tanguy@gmail.com,0690158144,"36, rue Lenoir",37137,Guyon,FR9049830748207365118939406,294089300827361,solde 100-200,9,crédits en cours sans incident,audiovisuel,2030,pas d'épargne connue,,2,homme : célibataire,aucun,1,véhicule ou autre,24,aucun,propriétaire,1,employé qualifié,1,oui,oui,0
FIN-100723,Ollivier,Anouk,F,04/07/1959,anouk.ollivier@gmail.com,0753795020,chemin Bertrand,76906,Guillou,FR3303139280485022061901933,152012505677907,solde 100-200,9,crédits en cours sans incident,électroménager,790,épargne 500-1000,1-4 ans,4,femme : divorcée/séparée/mariée,aucun,3,immobilier,66,aucun,propriétaire,1,non qualifié résident,1,non,oui,0
FIN-100929,Mallet,Théophile,M,1982-04-02,théophile.mallet@orange.fr,0676182091,"94, rue de Perez",97161,PetitjeanVille,FR5878308306978999514549836,113126912323324,solde < 100,12,retards de paiement passés,voiture neuve,1344,épargne < 100,1-4 ans,4,homme : célibataire,aucun,2,immobilier,43,aucun,propriétaire,2,non qualifié résident,2,non,oui,0
FIN-100539,Rivière,Véronique,F,1980-09-30,véronique.rivière@free.fr,0754025472,"557, rue Paulette Gros",08729,Cohendan,FR6819786016259084194785501,276091730027767,solde > 200 ou salaire domicilié,18,crédits en cours sans incident,audiovisuel,3049,épargne < 100,< 1 an,1,femme : divorcée/séparée/mariée,aucun,1,épargne logement/assurance vie,45,magasins,propriétaire,1,non qualifié résident,1,non,oui,0
FIN-100915,Imbert,Bernadette,F,1993-10-01,bernadette.imbert@orange.fr,0676880294,rue de Louis,24539,Georges,FR0684293359847422983596677,219076005796326,solde 100-200,48,aucun crédit / tous soldés,mobilier/équipement,"18424,00",épargne < 100,1-4 ans,1,femme : divorcée/séparée/mariée,aucun,2,épargne logement/assurance vie,32,banque,propriétaire,1,cadre / indépendant,1,oui,non,1
FIN-100525,Breton,Gilbert,M,1995-06-25,gilbert.breton@orange.fr,0742799077,"555, boulevard Leclercq",62982,TorresBourg,FR7775699944946672010824028,218103726108165,solde 100-200,26,crédits en cours sans incident,voiture occasion,7966,épargne < 100,< 1 an,2,homme : célibataire,aucun,3,véhicule ou autre,30,aucun,propriétaire,2,employé qualifié,1,non,oui,0
FIN-100543,Garcia,Robert,M,1991-04-22,robert.garcia@gmail.com,0710672752,"6, boulevard Raymond Lemoine",49201,Benardboeuf,FR0932362216906968574670675,295088902430395,solde > 200 ou salaire domicilié,18,crédits en cours sans incident,audiovisuel,2864,,1-4 ans,2,homme : célibataire,aucun,1,immobilier,34,aucun,propriétaire,1,non qualifié résident,2,non,oui,1
FIN-100754,Chauveau,Marc,M,1970-07-08,marc.chauveau@gmail.com,0700334234,"551, rue Lesage",60416,Techer,FR9034759783354883571921496,183011730062277,pas de compte courant,12,retards de paiement passés,études,1555,épargne > 1000,>= 7 ans,4,homme : célibataire,aucun,4,aucun bien connu,55,aucun,logé gratuitement,2,employé qualifié,2,non,oui,1
FIN-100100,Rodriguez,Christophe,M,1984-04-25,christophe.rodriguez@outlook.fr,0752341389,"75, avenue Alexandria Faure",65942,Besnardnec,FR8279316477251295786069409,136056005789456,pas de compte courant,24,crédits en cours sans incident,voiture neuve,1469,épargne 100-500,,4,homme : marié/veuf,aucun,4,immobilier,41,aucun,locataire,1,non qualifié résident,1,non,oui,0
FIN-100088,Brunet,Eugène,M,1995-10-16,eugène.brunet@free.fr,0711684577,"33, rue Cécile Letellier",15606,Marchand,FR9788107983342337209484131,119056912329442,solde < 100,18,crédits en cours sans incident,voiture neuve,2249,épargne 100-500,4-7 ans,4,homme : célibataire,aucun,3,véhicule ou autre,30,aucun,propriétaire,1,cadre / indépendant,2,oui,oui,0
FIN-100063,Alexandre,Stéphane,M,2000-09-18,stéphane.alexandre@outlook.fr,0761014388,"53, rue Marie Fischer",59235,CosteVille,FR3396902824983922501425762,183059001096033,solde 100-200,48,aucun crédit / tous soldés,autre,14421,épargne < 100,1-4 ans,2,homme : célibataire,aucun,2,véhicule ou autre,25,aucun,propriétaire,1,employé qualifié,1,oui,oui,1
FIN-100848,Garnier,Émile,M,1966-06-17,émile.garnier@orange.fr,0709836655,"83, chemin Alexandre Chauveau",61832,Chrétien,FR3660480224065474769509041,276075439524697,solde < 100,9,crédits en cours sans incident,électroménager,"1364,00",épargne < 100,4-7 ans,3,homme : célibataire,aucun,4,immobilier,59,aucun,propriétaire,1,employé qualifié,1,non,oui,0
FIN-100893,Leroux,Thibault,M,1991-03-06,thibault.leroux@free.fr,0667318826,"76, boulevard Joseph",18975,Saint Hortense,FR0911079764754565728972269,195098002199494,solde 100-200,36,compte critique / crédits ailleurs,voiture occasion,5800,épargne < 100,1-4 ans,3,homme : célibataire,aucun,4,véhicule ou autre,34,aucun,propriétaire,2,employé qualifié,1,oui,oui,0
FIN-100139,Vidal,Pauline,F,1981-09-01,pauline.vidal@free.fr,0707859321,"99, chemin René Chauvin",03972,ChrétienBourg,FR6360229394694346066643749,243055439553436,solde > 200 ou salaire domicilié,12,crédits en cours sans incident,électroménager,1881,,1-4 ans,2,femme : divorcée/séparée/mariée,aucun,2,véhicule ou autre,44,aucun,locataire,1,non qualifié résident,1,oui,oui,0
FIN-100603,Cousin,Andrée,F,1997-05-13,andrée.cousin@outlook.fr,0608297374,"54, chemin de De Sousa",84429,Saint Genevièvedan,FR4097738546623236066799864,270125439564275,pas de compte courant,36,crédits en cours sans incident,audiovisuel,,épargne < 100,1-4 ans,4,femme : divorcée/séparée/mariée,aucun,2,véhicule ou autre,28,aucun,propriétaire,1,cadre / indépendant,1,oui,oui,1
FIN-100620,Pichon,Auguste,M,1998-03-27,auguste.pichon@gmail.com,0656985700,"77, rue Arnaud",85555,Payetboeuf,FR0801991843113266115848580,187117055013140,solde 100-200,21,compte critique / crédits ailleurs,autre,3652,épargne < 100,4-7 ans,2,homme : célibataire,aucun,3,épargne logement/assurance vie,27,aucun,propriétaire,2,employé qualifié,1,non,oui,0
FIN-100542,Langlois,Édouard,M,1994-05-13,édouard.langlois@orange.fr,0655257828,"175, rue Gillet",08405,Sainte Gilbert-les-Bains,FR3575307681024808557800244,247072227886040,solde < 100,30,crédits en cours sans incident,audiovisuel,6350,,>= 7 ans,4,homme : célibataire,aucun,4,épargne logement/assurance vie,31,aucun,propriétaire,1,employé qualifié,1,non,oui,1
FIN-100494,Hervé,Roland,M,1986-04-07,roland.hervé@gmail.com,0785174328,"92, boulevard Caron",79519,Jacques,FR6788568119397814590099217,249039300846059,solde < 100,12,compte critique / crédits ailleurs,voiture neuve,2122,épargne < 100,1-4 ans,3,homme : célibataire,aucun,2,immobilier,39,aucun,locataire,2,non qualifié résident,2,non,non,0
